boroughs,age,ageValue,occupation,occupationValue
Havering,age30,3704,manual,8058
Havering,age30,3704,elementary,10697
Havering,age31,3749,management,15438
Havering,age31,3749,professional,24339
Havering,age31,3749,technical,16717
Havering,age31,3749,admin,16701
Havering,age31,3749,skilledTrade,14375
Havering,age31,3749,service,10294
Havering,age31,3749,sales,8162
Havering,age31,3749,manual,8058
Havering,age31,3749,elementary,10697
Havering,age32,3916,management,15438
Havering,age32,3916,professional,24339
Havering,age32,3916,technical,16717
Havering,age32,3916,admin,16701
Havering,age32,3916,skilledTrade,14375
Havering,age32,3916,service,10294
Havering,age32,3916,sales,8162
Havering,age32,3916,manual,8058
Havering,age32,3916,elementary,10697
Havering,age33,4011,management,15438
Havering,age33,4011,professional,24339
Havering,age33,4011,technical,16717
Havering,age33,4011,admin,16701
Havering,age33,4011,skilledTrade,14375
Havering,age33,4011,service,10294
Havering,age33,4011,sales,8162
Havering,age33,4011,manual,8058
Havering,age33,4011,elementary,10697
Havering,age34,3911,management,15438
Havering,age34,3911,professional,24339
Havering,age34,3911,technical,16717
Havering,age34,3911,admin,16701
Havering,age34,3911,skilledTrade,14375
Havering,age34,3911,service,10294
Havering,age34,3911,sales,8162
Havering,age34,3911,manual,8058
Havering,age34,3911,elementary,10697
Havering,age35,3971,management,15438
Havering,age35,3971,professional,24339
Havering,age35,3971,technical,16717
Havering,age35,3971,admin,16701
Havering,age35,3971,skilledTrade,14375
Havering,age35,3971,service,10294
Havering,age35,3971,sales,8162
Havering,age35,3971,manual,8058
Havering,age35,3971,elementary,10697
Havering,age36,3892,management,15438
Havering,age36,3892,professional,24339
Havering,age36,3892,technical,16717
Havering,age36,3892,admin,16701
Havering,age36,3892,skilledTrade,14375
Havering,age36,3892,service,10294
Havering,age36,3892,sales,8162
Havering,age36,3892,manual,8058
Havering,age36,3892,elementary,10697
Havering,age37,3834,management,15438
Havering,age37,3834,professional,24339
Havering,age37,3834,technical,16717
Havering,age37,3834,admin,16701
Havering,age37,3834,skilledTrade,14375
Havering,age37,3834,service,10294
Havering,age37,3834,sales,8162
Havering,age37,3834,manual,8058
Havering,age37,3834,elementary,10697
Havering,age38,3779,management,15438
Havering,age38,3779,professional,24339
Havering,age38,3779,technical,16717
Havering,age38,3779,admin,16701
Havering,age38,3779,skilledTrade,14375
Havering,age38,3779,service,10294
Havering,age38,3779,sales,8162
Havering,age38,3779,manual,8058
Havering,age38,3779,elementary,10697
Havering,age39,3713,management,15438
Havering,age39,3713,professional,24339
Havering,age39,3713,technical,16717
Havering,age39,3713,admin,16701
Havering,age39,3713,skilledTrade,14375
Havering,age39,3713,service,10294
Havering,age39,3713,sales,8162
Havering,age39,3713,manual,8058
Havering,age39,3713,elementary,10697
Havering,age40,3857,management,15438
Havering,age40,3857,professional,24339
Havering,age40,3857,technical,16717
Havering,age40,3857,admin,16701
Havering,age40,3857,skilledTrade,14375
Havering,age40,3857,service,10294
Havering,age40,3857,sales,8162
Havering,age40,3857,manual,8058
Havering,age40,3857,elementary,10697
Havering,age41,3717,management,15438
Havering,age41,3717,professional,24339
Havering,age41,3717,technical,16717
Havering,age41,3717,admin,16701
Havering,age41,3717,skilledTrade,14375
Havering,age41,3717,service,10294
Havering,age41,3717,sales,8162
Havering,age41,3717,manual,8058
Havering,age41,3717,elementary,10697
Havering,age42,3415,management,15438
Havering,age42,3415,professional,24339
Havering,age42,3415,technical,16717
Havering,age42,3415,admin,16701
Havering,age42,3415,skilledTrade,14375
Havering,age42,3415,service,10294
Havering,age42,3415,sales,8162
Havering,age42,3415,manual,8058
Havering,age42,3415,elementary,10697
Havering,age43,3171,management,15438
Havering,age43,3171,professional,24339
Havering,age43,3171,technical,16717
Havering,age43,3171,admin,16701
Havering,age43,3171,skilledTrade,14375
Havering,age43,3171,service,10294
Havering,age43,3171,sales,8162
Havering,age43,3171,manual,8058
Havering,age43,3171,elementary,10697
Havering,age44,3281,management,15438
Havering,age44,3281,professional,24339
Havering,age44,3281,technical,16717
Havering,age44,3281,admin,16701
Havering,age44,3281,skilledTrade,14375
Havering,age44,3281,service,10294
Havering,age44,3281,sales,8162
Havering,age44,3281,manual,8058
Havering,age44,3281,elementary,10697
Havering,age45,3223,management,15438
Havering,age45,3223,professional,24339
Havering,age45,3223,technical,16717
Havering,age45,3223,admin,16701
Havering,age45,3223,skilledTrade,14375
Havering,age45,3223,service,10294
Havering,age45,3223,sales,8162
Havering,age45,3223,manual,8058
Havering,age45,3223,elementary,10697
Havering,age46,3281,management,15438
Havering,age46,3281,professional,24339
Havering,age46,3281,technical,16717
Havering,age46,3281,admin,16701
Havering,age46,3281,skilledTrade,14375
Havering,age46,3281,service,10294
Havering,age46,3281,sales,8162
Havering,age46,3281,manual,8058
Havering,age46,3281,elementary,10697
Havering,age47,3159,management,15438
Havering,age47,3159,professional,24339
Havering,age47,3159,technical,16717
Havering,age47,3159,admin,16701
Havering,age47,3159,skilledTrade,14375
Havering,age47,3159,service,10294
Havering,age47,3159,sales,8162
Havering,age47,3159,manual,8058
Havering,age47,3159,elementary,10697
Havering,age48,3238,management,15438
Havering,age48,3238,professional,24339
Havering,age48,3238,technical,16717
Havering,age48,3238,admin,16701
Havering,age48,3238,skilledTrade,14375
Havering,age48,3238,service,10294
Havering,age48,3238,sales,8162
Havering,age48,3238,manual,8058
Havering,age48,3238,elementary,10697
Havering,age49,3313,management,15438
Havering,age49,3313,professional,24339
Havering,age49,3313,technical,16717
Havering,age49,3313,admin,16701
Havering,age49,3313,skilledTrade,14375
Havering,age49,3313,service,10294
Havering,age49,3313,sales,8162
Havering,age49,3313,manual,8058
Havering,age49,3313,elementary,10697
Havering,age50,3456,management,15438
Havering,age50,3456,professional,24339
Havering,age50,3456,technical,16717
Havering,age50,3456,admin,16701
Havering,age50,3456,skilledTrade,14375
Havering,age50,3456,service,10294
Havering,age50,3456,sales,8162
Havering,age50,3456,manual,8058
Havering,age50,3456,elementary,10697
Havering,age51,3435,management,15438
Havering,age51,3435,professional,24339
Havering,age51,3435,technical,16717
Havering,age51,3435,admin,16701
Havering,age51,3435,skilledTrade,14375
Havering,age51,3435,service,10294
Havering,age51,3435,sales,8162
Havering,age51,3435,manual,8058
Havering,age51,3435,elementary,10697
Havering,age52,3476,management,15438
Havering,age52,3476,professional,24339
Havering,age52,3476,technical,16717
Havering,age52,3476,admin,16701
Havering,age52,3476,skilledTrade,14375
Havering,age52,3476,service,10294
Havering,age52,3476,sales,8162
Havering,age52,3476,manual,8058
Havering,age52,3476,elementary,10697
Havering,age53,3451,management,15438
Havering,age53,3451,professional,24339
Havering,age53,3451,technical,16717
Havering,age53,3451,admin,16701
Havering,age53,3451,skilledTrade,14375
Havering,age53,3451,service,10294
Havering,age53,3451,sales,8162
Havering,age53,3451,manual,8058
Havering,age53,3451,elementary,10697
Havering,age54,3553,management,15438
Havering,age54,3553,professional,24339
Havering,age54,3553,technical,16717
Havering,age54,3553,admin,16701
Havering,age54,3553,skilledTrade,14375
Havering,age54,3553,service,10294
Havering,age54,3553,sales,8162
Havering,age54,3553,manual,8058
Havering,age54,3553,elementary,10697
Havering,age55,3525,management,15438
Havering,age55,3525,professional,24339
Havering,age55,3525,technical,16717
Havering,age55,3525,admin,16701
Havering,age55,3525,skilledTrade,14375
Havering,age55,3525,service,10294
Havering,age55,3525,sales,8162
Havering,age55,3525,manual,8058
Havering,age55,3525,elementary,10697
Havering,age56,3464,management,15438
Havering,age56,3464,professional,24339
Havering,age56,3464,technical,16717
Havering,age56,3464,admin,16701
Havering,age56,3464,skilledTrade,14375
Havering,age56,3464,service,10294
Havering,age56,3464,sales,8162
Havering,age56,3464,manual,8058
Havering,age56,3464,elementary,10697
Havering,age57,3501,management,15438
Havering,age57,3501,professional,24339
Havering,age57,3501,technical,16717
Havering,age57,3501,admin,16701
Havering,age57,3501,skilledTrade,14375
Havering,age57,3501,service,10294
Havering,age57,3501,sales,8162
Havering,age57,3501,manual,8058
Havering,age57,3501,elementary,10697
Havering,age58,3308,management,15438
Havering,age58,3308,professional,24339
Havering,age58,3308,technical,16717
Havering,age58,3308,admin,16701
Havering,age58,3308,skilledTrade,14375
Havering,age58,3308,service,10294
Havering,age58,3308,sales,8162
Havering,age58,3308,manual,8058
Havering,age58,3308,elementary,10697
Havering,age59,3160,management,15438
Havering,age59,3160,professional,24339
Havering,age59,3160,technical,16717
Havering,age59,3160,admin,16701
Havering,age59,3160,skilledTrade,14375
Havering,age59,3160,service,10294
Havering,age59,3160,sales,8162
Havering,age59,3160,manual,8058
Havering,age59,3160,elementary,10697
Havering,age60,3173,management,15438
Havering,age60,3173,professional,24339
Havering,age60,3173,technical,16717
Havering,age60,3173,admin,16701
Havering,age60,3173,skilledTrade,14375
Havering,age60,3173,service,10294
Havering,age60,3173,sales,8162
Havering,age60,3173,manual,8058
Havering,age60,3173,elementary,10697
Havering,age61,3021,management,15438
Havering,age61,3021,professional,24339
Havering,age61,3021,technical,16717
Havering,age61,3021,admin,16701
Havering,age61,3021,skilledTrade,14375
Havering,age61,3021,service,10294
Havering,age61,3021,sales,8162
Havering,age61,3021,manual,8058
Havering,age61,3021,elementary,10697
Havering,age62,2989,management,15438
Havering,age62,2989,professional,24339
Havering,age62,2989,technical,16717
Havering,age62,2989,admin,16701
Havering,age62,2989,skilledTrade,14375
Havering,age62,2989,service,10294
Havering,age62,2989,sales,8162
Havering,age62,2989,manual,8058
Havering,age62,2989,elementary,10697
Havering,age63,2918,management,15438
Havering,age63,2918,professional,24339
Havering,age63,2918,technical,16717
Havering,age63,2918,admin,16701
Havering,age63,2918,skilledTrade,14375
Havering,age63,2918,service,10294
Havering,age63,2918,sales,8162
Havering,age63,2918,manual,8058
Havering,age63,2918,elementary,10697
Havering,age64,2651,management,15438
Havering,age64,2651,professional,24339
Havering,age64,2651,technical,16717
Havering,age64,2651,admin,16701
Havering,age64,2651,skilledTrade,14375
Havering,age64,2651,service,10294
Havering,age64,2651,sales,8162
Havering,age64,2651,manual,8058
Havering,age64,2651,elementary,10697
Hillingdon,age16,3677,management,18524
Hillingdon,age16,3677,professional,30087
Hillingdon,age16,3677,technical,18036
Hillingdon,age16,3677,admin,14401
Hillingdon,age16,3677,skilledTrade,13152
Hillingdon,age16,3677,service,12044
Hillingdon,age16,3677,sales,10772
Hillingdon,age16,3677,manual,10752
Hillingdon,age16,3677,elementary,15035
Hillingdon,age17,3663,management,18524
Hillingdon,age17,3663,professional,30087
Hillingdon,age17,3663,technical,18036
Hillingdon,age17,3663,admin,14401
Hillingdon,age17,3663,skilledTrade,13152
Hillingdon,age17,3663,service,12044
Hillingdon,age17,3663,sales,10772
Hillingdon,age17,3663,manual,10752
Hillingdon,age17,3663,elementary,15035
Hillingdon,age18,3607,management,18524
Hillingdon,age18,3607,professional,30087
Hillingdon,age18,3607,technical,18036
Hillingdon,age18,3607,admin,14401
Hillingdon,age18,3607,skilledTrade,13152
Hillingdon,age18,3607,service,12044
Hillingdon,age18,3607,sales,10772
Hillingdon,age18,3607,manual,10752
Hillingdon,age18,3607,elementary,15035
Hillingdon,age19,3924,management,18524
Hillingdon,age19,3924,professional,30087
Hillingdon,age19,3924,technical,18036
Hillingdon,age19,3924,admin,14401
Hillingdon,age19,3924,skilledTrade,13152
Hillingdon,age19,3924,service,12044
Hillingdon,age19,3924,sales,10772
Hillingdon,age19,3924,manual,10752
Hillingdon,age19,3924,elementary,15035
Hillingdon,age20,3809,management,18524
Hillingdon,age20,3809,professional,30087
Hillingdon,age20,3809,technical,18036
Hillingdon,age20,3809,admin,14401
Hillingdon,age20,3809,skilledTrade,13152
Hillingdon,age20,3809,service,12044
Hillingdon,age20,3809,sales,10772
Hillingdon,age20,3809,manual,10752
Hillingdon,age20,3809,elementary,15035
Hillingdon,age21,4070,management,18524
Hillingdon,age21,4070,professional,30087
Hillingdon,age21,4070,technical,18036
Hillingdon,age21,4070,admin,14401
Hillingdon,age21,4070,skilledTrade,13152
Hillingdon,age21,4070,service,12044
Hillingdon,age21,4070,sales,10772
Hillingdon,age21,4070,manual,10752
Hillingdon,age21,4070,elementary,15035
Hillingdon,age22,4074,management,18524
Hillingdon,age22,4074,professional,30087
Hillingdon,age22,4074,technical,18036
Hillingdon,age22,4074,admin,14401
Hillingdon,age22,4074,skilledTrade,13152
Hillingdon,age22,4074,service,12044
Hillingdon,age22,4074,sales,10772
Hillingdon,age22,4074,manual,10752
Hillingdon,age22,4074,elementary,15035
Hillingdon,age23,3989,management,18524
Hillingdon,age23,3989,professional,30087
Hillingdon,age23,3989,technical,18036
Hillingdon,age23,3989,admin,14401
Hillingdon,age23,3989,skilledTrade,13152
Hillingdon,age23,3989,service,12044
Hillingdon,age23,3989,sales,10772
Hillingdon,age23,3989,manual,10752
Hillingdon,age23,3989,elementary,15035
Hillingdon,age24,3870,management,18524
Hillingdon,age24,3870,professional,30087
Hillingdon,age24,3870,technical,18036
Hillingdon,age24,3870,admin,14401
Hillingdon,age24,3870,skilledTrade,13152
Hillingdon,age24,3870,service,12044
Hillingdon,age24,3870,sales,10772
Hillingdon,age24,3870,manual,10752
Hillingdon,age24,3870,elementary,15035
Hillingdon,age25,3927,management,18524
Hillingdon,age25,3927,professional,30087
Hillingdon,age25,3927,technical,18036
Hillingdon,age25,3927,admin,14401
Hillingdon,age25,3927,skilledTrade,13152
Hillingdon,age25,3927,service,12044
Hillingdon,age25,3927,sales,10772
Hillingdon,age25,3927,manual,10752
Hillingdon,age25,3927,elementary,15035
Hillingdon,age26,4109,management,18524
Hillingdon,age26,4109,professional,30087
Hillingdon,age26,4109,technical,18036
Hillingdon,age26,4109,admin,14401
Hillingdon,age26,4109,skilledTrade,13152
Hillingdon,age26,4109,service,12044
Hillingdon,age26,4109,sales,10772
Hillingdon,age26,4109,manual,10752
Hillingdon,age26,4109,elementary,15035
Hillingdon,age27,4039,management,18524
Hillingdon,age27,4039,professional,30087
Hillingdon,age27,4039,technical,18036
Hillingdon,age27,4039,admin,14401
Hillingdon,age27,4039,skilledTrade,13152
Hillingdon,age27,4039,service,12044
Hillingdon,age27,4039,sales,10772
Hillingdon,age27,4039,manual,10752
Hillingdon,age27,4039,elementary,15035
Hillingdon,age28,4223,management,18524
Hillingdon,age28,4223,professional,30087
Hillingdon,age28,4223,technical,18036
Hillingdon,age28,4223,admin,14401
Hillingdon,age28,4223,skilledTrade,13152
Hillingdon,age28,4223,service,12044
Hillingdon,age28,4223,sales,10772
Hillingdon,age28,4223,manual,10752
Hillingdon,age28,4223,elementary,15035
Hillingdon,age29,4472,management,18524
Hillingdon,age29,4472,professional,30087
Hillingdon,age29,4472,technical,18036
Hillingdon,age29,4472,admin,14401
Hillingdon,age29,4472,skilledTrade,13152
Hillingdon,age29,4472,service,12044
Hillingdon,age29,4472,sales,10772
Hillingdon,age29,4472,manual,10752
Hillingdon,age29,4472,elementary,15035
Hillingdon,age30,4566,management,18524
Hillingdon,age30,4566,professional,30087
Hillingdon,age30,4566,technical,18036
Hillingdon,age30,4566,admin,14401
Hillingdon,age30,4566,skilledTrade,13152
Hillingdon,age30,4566,service,12044
Hillingdon,age30,4566,sales,10772
Hillingdon,age30,4566,manual,10752
Hillingdon,age30,4566,elementary,15035
Hillingdon,age31,4657,management,18524
Hillingdon,age31,4657,professional,30087
Hillingdon,age31,4657,technical,18036
Hillingdon,age31,4657,admin,14401
Hillingdon,age31,4657,skilledTrade,13152
Hillingdon,age31,4657,service,12044
Hillingdon,age31,4657,sales,10772
Hillingdon,age31,4657,manual,10752
Hillingdon,age31,4657,elementary,15035
Hillingdon,age32,4788,management,18524
Hillingdon,age32,4788,professional,30087
Hillingdon,age32,4788,technical,18036
Hillingdon,age32,4788,admin,14401
Hillingdon,age32,4788,skilledTrade,13152
Hillingdon,age32,4788,service,12044
Hillingdon,age32,4788,sales,10772
Hillingdon,age32,4788,manual,10752
Hillingdon,age32,4788,elementary,15035
Hillingdon,age33,4775,management,18524
Hillingdon,age33,4775,professional,30087
Hillingdon,age33,4775,technical,18036
Hillingdon,age33,4775,admin,14401
Hillingdon,age33,4775,skilledTrade,13152
Hillingdon,age33,4775,service,12044
Hillingdon,age33,4775,sales,10772
Hillingdon,age33,4775,manual,10752
Hillingdon,age33,4775,elementary,15035
Hillingdon,age34,4894,management,18524
Hillingdon,age34,4894,professional,30087
Hillingdon,age34,4894,technical,18036
Hillingdon,age34,4894,admin,14401
Hillingdon,age34,4894,skilledTrade,13152
Hillingdon,age34,4894,service,12044
Hillingdon,age34,4894,sales,10772
Hillingdon,age34,4894,manual,10752
Hillingdon,age34,4894,elementary,15035
Hillingdon,age35,4970,management,18524
Hillingdon,age35,4970,professional,30087
Hillingdon,age35,4970,technical,18036
Hillingdon,age35,4970,admin,14401
Hillingdon,age35,4970,skilledTrade,13152
Hillingdon,age35,4970,service,12044
Hillingdon,age35,4970,sales,10772
Hillingdon,age35,4970,manual,10752
Hillingdon,age35,4970,elementary,15035
Hillingdon,age36,5023,management,18524
Hillingdon,age36,5023,professional,30087
Hillingdon,age36,5023,technical,18036
Hillingdon,age36,5023,admin,14401
Hillingdon,age36,5023,skilledTrade,13152
Hillingdon,age36,5023,service,12044
Hillingdon,age36,5023,sales,10772
Hillingdon,age36,5023,manual,10752
Hillingdon,age36,5023,elementary,15035
Hillingdon,age37,5027,management,18524
Hillingdon,age37,5027,professional,30087
Hillingdon,age37,5027,technical,18036
Hillingdon,age37,5027,admin,14401
Hillingdon,age37,5027,skilledTrade,13152
Hillingdon,age37,5027,service,12044
Hillingdon,age37,5027,sales,10772
Hillingdon,age37,5027,manual,10752
Hillingdon,age37,5027,elementary,15035
Hillingdon,age38,5061,management,18524
Hillingdon,age38,5061,professional,30087
Hillingdon,age38,5061,technical,18036
Hillingdon,age38,5061,admin,14401
Hillingdon,age38,5061,skilledTrade,13152
Hillingdon,age38,5061,service,12044
Hillingdon,age38,5061,sales,10772
Hillingdon,age38,5061,manual,10752
Hillingdon,age38,5061,elementary,15035
Hillingdon,age39,4844,management,18524
Hillingdon,age39,4844,professional,30087
Hillingdon,age39,4844,technical,18036
Hillingdon,age39,4844,admin,14401
Hillingdon,age39,4844,skilledTrade,13152
Hillingdon,age39,4844,service,12044
Hillingdon,age39,4844,sales,10772
Hillingdon,age39,4844,manual,10752
Hillingdon,age39,4844,elementary,15035
Hillingdon,age40,5097,management,18524
Hillingdon,age40,5097,professional,30087
Hillingdon,age40,5097,technical,18036
Hillingdon,age40,5097,admin,14401
Hillingdon,age40,5097,skilledTrade,13152
Hillingdon,age40,5097,service,12044
Hillingdon,age40,5097,sales,10772
Hillingdon,age40,5097,manual,10752
Hillingdon,age40,5097,elementary,15035
Hillingdon,age41,5060,management,18524
Hillingdon,age41,5060,professional,30087
Hillingdon,age41,5060,technical,18036
Hillingdon,age41,5060,admin,14401
Hillingdon,age41,5060,skilledTrade,13152
Hillingdon,age41,5060,service,12044
Hillingdon,age41,5060,sales,10772
Hillingdon,age41,5060,manual,10752
Hillingdon,age41,5060,elementary,15035
Hillingdon,age42,4760,management,18524
Hillingdon,age42,4760,professional,30087
Hillingdon,age42,4760,technical,18036
Hillingdon,age42,4760,admin,14401
Hillingdon,age42,4760,skilledTrade,13152
Hillingdon,age42,4760,service,12044
Hillingdon,age42,4760,sales,10772
Hillingdon,age42,4760,manual,10752
Hillingdon,age42,4760,elementary,15035
Hillingdon,age43,4336,management,18524
Hillingdon,age43,4336,professional,30087
Hillingdon,age43,4336,technical,18036
Hillingdon,age43,4336,admin,14401
Hillingdon,age43,4336,skilledTrade,13152
Hillingdon,age43,4336,service,12044
Hillingdon,age43,4336,sales,10772
Hillingdon,age43,4336,manual,10752
Hillingdon,age43,4336,elementary,15035
Hillingdon,age44,4209,management,18524
Hillingdon,age44,4209,professional,30087
Hillingdon,age44,4209,technical,18036
Hillingdon,age44,4209,admin,14401
Hillingdon,age44,4209,skilledTrade,13152
Hillingdon,age44,4209,service,12044
Hillingdon,age44,4209,sales,10772
Hillingdon,age44,4209,manual,10752
Hillingdon,age44,4209,elementary,15035
Hillingdon,age45,4205,management,18524
Hillingdon,age45,4205,professional,30087
Hillingdon,age45,4205,technical,18036
Hillingdon,age45,4205,admin,14401
Hillingdon,age45,4205,skilledTrade,13152
Hillingdon,age45,4205,service,12044
Hillingdon,age45,4205,sales,10772
Hillingdon,age45,4205,manual,10752
Hillingdon,age45,4205,elementary,15035
Hillingdon,age46,4066,management,18524
Hillingdon,age46,4066,professional,30087
Hillingdon,age46,4066,technical,18036
Hillingdon,age46,4066,admin,14401
Hillingdon,age46,4066,skilledTrade,13152
Hillingdon,age46,4066,service,12044
Hillingdon,age46,4066,sales,10772
Hillingdon,age46,4066,manual,10752
Hillingdon,age46,4066,elementary,15035
Hillingdon,age47,4152,management,18524
Hillingdon,age47,4152,professional,30087
Hillingdon,age47,4152,technical,18036
Hillingdon,age47,4152,admin,14401
Hillingdon,age47,4152,skilledTrade,13152
Hillingdon,age47,4152,service,12044
Hillingdon,age47,4152,sales,10772
Hillingdon,age47,4152,manual,10752
Hillingdon,age47,4152,elementary,15035
Hillingdon,age48,3901,management,18524
Hillingdon,age48,3901,professional,30087
Hillingdon,age48,3901,technical,18036
Hillingdon,age48,3901,admin,14401
Hillingdon,age48,3901,skilledTrade,13152
Hillingdon,age48,3901,service,12044
Hillingdon,age48,3901,sales,10772
Hillingdon,age48,3901,manual,10752
Hillingdon,age48,3901,elementary,15035
Hillingdon,age49,3960,management,18524
Hillingdon,age49,3960,professional,30087
Hillingdon,age49,3960,technical,18036
Hillingdon,age49,3960,admin,14401
Hillingdon,age49,3960,skilledTrade,13152
Hillingdon,age49,3960,service,12044
Hillingdon,age49,3960,sales,10772
Hillingdon,age49,3960,manual,10752
Hillingdon,age49,3960,elementary,15035
Hillingdon,age50,3994,management,18524
Hillingdon,age50,3994,professional,30087
Hillingdon,age50,3994,technical,18036
Hillingdon,age50,3994,admin,14401
Hillingdon,age50,3994,skilledTrade,13152
Hillingdon,age50,3994,service,12044
Hillingdon,age50,3994,sales,10772
Hillingdon,age50,3994,manual,10752
Hillingdon,age50,3994,elementary,15035
Hillingdon,age51,4130,management,18524
Hillingdon,age51,4130,professional,30087
Hillingdon,age51,4130,technical,18036
Hillingdon,age51,4130,admin,14401
Hillingdon,age51,4130,skilledTrade,13152
Hillingdon,age51,4130,service,12044
Hillingdon,age51,4130,sales,10772
Hillingdon,age51,4130,manual,10752
Hillingdon,age51,4130,elementary,15035
Hillingdon,age52,3812,management,18524
Hillingdon,age52,3812,professional,30087
Hillingdon,age52,3812,technical,18036
Hillingdon,age52,3812,admin,14401
Hillingdon,age52,3812,skilledTrade,13152
Hillingdon,age52,3812,service,12044
Hillingdon,age52,3812,sales,10772
Hillingdon,age52,3812,manual,10752
Hillingdon,age52,3812,elementary,15035
Hillingdon,age53,4024,management,18524
Hillingdon,age53,4024,professional,30087
Hillingdon,age53,4024,technical,18036
Hillingdon,age53,4024,admin,14401
Hillingdon,age53,4024,skilledTrade,13152
Hillingdon,age53,4024,service,12044
Hillingdon,age53,4024,sales,10772
Hillingdon,age53,4024,manual,10752
Hillingdon,age53,4024,elementary,15035
Hillingdon,age54,3937,management,18524
Hillingdon,age54,3937,professional,30087
Hillingdon,age54,3937,technical,18036
Hillingdon,age54,3937,admin,14401
Hillingdon,age54,3937,skilledTrade,13152
Hillingdon,age54,3937,service,12044
Hillingdon,age54,3937,sales,10772
Hillingdon,age54,3937,manual,10752
Hillingdon,age54,3937,elementary,15035
Hillingdon,age55,3886,management,18524
Hillingdon,age55,3886,professional,30087
Hillingdon,age55,3886,technical,18036
Hillingdon,age55,3886,admin,14401
Hillingdon,age55,3886,skilledTrade,13152
Hillingdon,age55,3886,service,12044
Hillingdon,age55,3886,sales,10772
Hillingdon,age55,3886,manual,10752
Hillingdon,age55,3886,elementary,15035
Hillingdon,age56,3696,management,18524
Hillingdon,age56,3696,professional,30087
Hillingdon,age56,3696,technical,18036
Hillingdon,age56,3696,admin,14401
Hillingdon,age56,3696,skilledTrade,13152
Hillingdon,age56,3696,service,12044
Hillingdon,age56,3696,sales,10772
Hillingdon,age56,3696,manual,10752
Hillingdon,age56,3696,elementary,15035
Hillingdon,age57,3568,management,18524
Hillingdon,age57,3568,professional,30087
Hillingdon,age57,3568,technical,18036
Hillingdon,age57,3568,admin,14401
Hillingdon,age57,3568,skilledTrade,13152
Hillingdon,age57,3568,service,12044
Hillingdon,age57,3568,sales,10772
Hillingdon,age57,3568,manual,10752
Hillingdon,age57,3568,elementary,15035
Hillingdon,age58,3568,management,18524
Hillingdon,age58,3568,professional,30087
Hillingdon,age58,3568,technical,18036
Hillingdon,age58,3568,admin,14401
Hillingdon,age58,3568,skilledTrade,13152
Hillingdon,age58,3568,service,12044
Hillingdon,age58,3568,sales,10772
Hillingdon,age58,3568,manual,10752
Hillingdon,age58,3568,elementary,15035
Hillingdon,age59,3409,management,18524
Hillingdon,age59,3409,professional,30087
Hillingdon,age59,3409,technical,18036
Hillingdon,age59,3409,admin,14401
Hillingdon,age59,3409,skilledTrade,13152
Hillingdon,age59,3409,service,12044
Hillingdon,age59,3409,sales,10772
Hillingdon,age59,3409,manual,10752
Hillingdon,age59,3409,elementary,15035
Hillingdon,age60,3338,management,18524
Hillingdon,age60,3338,professional,30087
Hillingdon,age60,3338,technical,18036
Hillingdon,age60,3338,admin,14401
Hillingdon,age60,3338,skilledTrade,13152
Hillingdon,age60,3338,service,12044
Hillingdon,age60,3338,sales,10772
Hillingdon,age60,3338,manual,10752
Hillingdon,age60,3338,elementary,15035
Hillingdon,age61,3138,management,18524
Hillingdon,age61,3138,professional,30087
Hillingdon,age61,3138,technical,18036
Hillingdon,age61,3138,admin,14401
Hillingdon,age61,3138,skilledTrade,13152
Hillingdon,age61,3138,service,12044
Hillingdon,age61,3138,sales,10772
Hillingdon,age61,3138,manual,10752
Hillingdon,age61,3138,elementary,15035
Hillingdon,age62,2980,management,18524
Hillingdon,age62,2980,professional,30087
Hillingdon,age62,2980,technical,18036
Hillingdon,age62,2980,admin,14401
Hillingdon,age62,2980,skilledTrade,13152
Hillingdon,age62,2980,service,12044
Hillingdon,age62,2980,sales,10772
Hillingdon,age62,2980,manual,10752
Hillingdon,age62,2980,elementary,15035
Hillingdon,age63,2763,management,18524
Hillingdon,age63,2763,professional,30087
Hillingdon,age63,2763,technical,18036
Hillingdon,age63,2763,admin,14401
Hillingdon,age63,2763,skilledTrade,13152
Hillingdon,age63,2763,service,12044
Hillingdon,age63,2763,sales,10772
Hillingdon,age63,2763,manual,10752
Hillingdon,age63,2763,elementary,15035
Hillingdon,age64,2662,management,18524
Hillingdon,age64,2662,professional,30087
Hillingdon,age64,2662,technical,18036
Hillingdon,age64,2662,admin,14401
Hillingdon,age64,2662,skilledTrade,13152
Hillingdon,age64,2662,service,12044
Hillingdon,age64,2662,sales,10772
Hillingdon,age64,2662,manual,10752
Hillingdon,age64,2662,elementary,15035
Hounslow,age16,3431,management,17914
Hounslow,age16,3431,professional,27755
Hounslow,age16,3431,technical,17668
Hounslow,age16,3431,admin,12160
Hounslow,age16,3431,skilledTrade,12138
Hounslow,age16,3431,service,11345
Hounslow,age16,3431,sales,11117
Hounslow,age16,3431,manual,10067
Hounslow,age16,3431,elementary,18636
Hounslow,age17,3399,management,17914
Hounslow,age17,3399,professional,27755
Hounslow,age17,3399,technical,17668
Hounslow,age17,3399,admin,12160
Hounslow,age17,3399,skilledTrade,12138
Hounslow,age17,3399,service,11345
Hounslow,age17,3399,sales,11117
Hounslow,age17,3399,manual,10067
Hounslow,age17,3399,elementary,18636
Hounslow,age18,3109,management,17914
Hounslow,age18,3109,professional,27755
Hounslow,age18,3109,technical,17668
Hounslow,age18,3109,admin,12160
